FactID,DateTime,LastBid,High,Low,Open,Volume,MarketCap,Beta,Company,Symbol,Exchange
2450,2021-05-28 11:44:00.0000000,67.9183,67.935,67.91,67.92,2626,50734220619,,Dow Inc.,DOW,NYSE
2451,2021-05-28 11:45:00.0000000,67.93,67.96,67.9,67.91,9609,50742962998,,Dow Inc.,DOW,NYSE
2452,2021-05-28 11:46:00.0000000,67.9384,67.9384,67.91,67.93,8283,50749237678,,Dow Inc.,DOW,NYSE
2453,2021-05-28 11:47:00.0000000,67.99,68.0,67.935,67.935,11257,50787780514,,Dow Inc.,DOW,NYSE
2454,2021-05-28 11:48:00.0000000,67.935,67.97,67.925,67.97,9721,50746695891,,Dow Inc.,DOW,NYSE
2455,2021-05-28 11:49:00.0000000,67.955,67.96,67.92,67.94,7082,50761638863,,Dow Inc.,DOW,NYSE
2456,2021-05-28 11:50:00.0000000,67.965,67.975,67.94,67.95,8128,50769104649,,Dow Inc.,DOW,NYSE
2457,2021-05-28 11:51:00.0000000,67.95,67.97,67.925,67.965,6974,50757900270,,Dow Inc.,DOW,NYSE
2458,2021-05-28 11:52:00.0000000,67.95,67.96,67.94,67.9495,7909,50757900270,,Dow Inc.,DOW,NYSE
2459,2021-05-28 11:53:00.0000000,67.91,67.9501,67.9,67.95,5271,50728025726,,Dow Inc.,DOW,NYSE
2460,2021-05-28 11:54:00.0000000,67.94,67.94,67.905,67.9071,5473,50750434484,,Dow Inc.,DOW,NYSE
2461,2021-05-28 11:55:00.0000000,67.95,67.9518,67.945,67.945,2978,50757900270,,Dow Inc.,DOW,NYSE
2462,2021-05-28 11:56:00.0000000,67.94,67.945,67.925,67.94,9008,50750434484,,Dow Inc.,DOW,NYSE
2463,2021-05-28 11:57:00.0000000,67.9299,67.94,67.905,67.94,7870,50742888910,,Dow Inc.,DOW,NYSE
2464,2021-05-28 11:58:00.0000000,67.96,67.96,67.93,67.93,4479,50765371756,,Dow Inc.,DOW,NYSE
2465,2021-05-28 11:59:00.0000000,67.98,68.03,67.96,67.96,24197,50780314728,,Dow Inc.,DOW,NYSE
2466,2021-05-28 12:00:00.0000000,67.92,67.98,67.92,67.97,8042,50735491512,,Dow Inc.,DOW,NYSE
2467,2021-05-28 12:01:00.0000000,67.933,67.935,67.92,67.93,5050,50745202734,,Dow Inc.,DOW,NYSE
2468,2021-05-28 12:02:00.0000000,67.98,67.98,67.935,67.935,9679,50780314728,,Dow Inc.,DOW,NYSE
2469,2021-05-28 12:03:00.0000000,67.96,68.015,67.96,67.99,5641,50765371756,,Dow Inc.,DOW,NYSE
2470,2021-05-28 12:04:00.0000000,67.9862,67.99,67.953,67.955,2677,50784942376,,Dow Inc.,DOW,NYSE
2471,2021-05-28 12:05:00.0000000,67.99,67.9984,67.98,67.99,9149,50787780514,,Dow Inc.,DOW,NYSE
2472,2021-05-28 12:06:00.0000000,67.95,67.985,67.95,67.97,4225,50757900270,,Dow Inc.,DOW,NYSE
2473,2021-05-28 12:07:00.0000000,67.98,67.98,67.95,67.96,2527,50780314728,,Dow Inc.,DOW,NYSE
2474,2021-05-28 12:08:00.0000000,67.98,67.98,67.97,67.97,2519,50780314728,,Dow Inc.,DOW,NYSE
2475,2021-05-28 12:09:00.0000000,67.995,67.995,67.9736,67.9736,5235,50791519107,,Dow Inc.,DOW,NYSE
2476,2021-05-28 12:10:00.0000000,67.98,68.01,67.97,68.0,6269,50780314728,,Dow Inc.,DOW,NYSE
2477,2021-05-28 12:11:00.0000000,68.0,68.0,67.99,67.99,2595,50795252000,,Dow Inc.,DOW,NYSE
2478,2021-05-28 12:12:00.0000000,68.0101,68.0101,68.0,68.01,3987,50802797574,,Dow Inc.,DOW,NYSE
2479,2021-05-28 12:13:00.0000000,68.0,68.03,68.0,68.02,5556,50795252000,,Dow Inc.,DOW,NYSE
2480,2021-05-28 12:14:00.0000000,68.015,68.02,67.99,67.995,3308,50806456379,,Dow Inc.,DOW,NYSE
2481,2021-05-28 12:15:00.0000000,68.01,68.02,67.995,68.02,8157,50802723486,,Dow Inc.,DOW,NYSE
2482,2021-05-28 12:16:00.0000000,68.02,68.03,67.98,68.0,7572,50810189272,,Dow Inc.,DOW,NYSE
2483,2021-05-28 12:17:00.0000000,68.02,68.02,68.01,68.02,1771,50810189272,,Dow Inc.,DOW,NYSE
2484,2021-05-28 12:18:00.0000000,68.03,68.05,68.015,68.015,6374,50817660758,,Dow Inc.,DOW,NYSE
2485,2021-05-28 12:19:00.0000000,68.07,68.07,68.03,68.03,4832,50847541002,,Dow Inc.,DOW,NYSE
2486,2021-05-28 12:20:00.0000000,68.09,68.1,68.075,68.08,5416,50862478274,,Dow Inc.,DOW,NYSE
2487,2021-05-28 12:21:00.0000000,68.1082,68.1082,68.09,68.09,8978,50876076265,,Dow Inc.,DOW,NYSE
2488,2021-05-28 12:22:00.0000000,68.15,68.15,68.105,68.105,2503,50907301490,,Dow Inc.,DOW,NYSE
2489,2021-05-28 12:23:00.0000000,68.17,68.17,68.125,68.1374,4262,50922238762,,Dow Inc.,DOW,NYSE
2490,2021-05-28 12:24:00.0000000,68.13,68.175,68.13,68.155,5577,50892358518,,Dow Inc.,DOW,NYSE
2491,2021-05-28 12:25:00.0000000,68.13,68.13,68.1,68.11,7101,50892358518,,Dow Inc.,DOW,NYSE
2492,2021-05-28 12:26:00.0000000,68.12,68.12,68.1154,68.12,1275,50884892732,,Dow Inc.,DOW,NYSE
2493,2021-05-28 12:27:00.0000000,68.091,68.11,68.08,68.11,4055,50863230552,,Dow Inc.,DOW,NYSE
2494,2021-05-28 12:28:00.0000000,68.12,68.135,68.1,68.1,4664,50884892732,,Dow Inc.,DOW,NYSE
2495,2021-05-28 12:29:00.0000000,68.1,68.13,68.09,68.12,3907,50869949760,,Dow Inc.,DOW,NYSE
2496,2021-05-28 12:30:00.0000000,68.105,68.11,68.08,68.1,5683,50873688353,,Dow Inc.,DOW,NYSE
2497,2021-05-28 12:31:00.0000000,68.1,68.11,68.0903,68.11,3754,50869949760,,Dow Inc.,DOW,NYSE
2498,2021-05-28 12:32:00.0000000,68.11,68.12,68.1,68.1,3993,50877421246,,Dow Inc.,DOW,NYSE
2499,2021-05-28 12:33:00.0000000,68.0604,68.1,68.04,68.1,11001,50840371567,,Dow Inc.,DOW,NYSE
2500,2021-05-28 12:34:00.0000000,68.07,68.07,68.06,68.06,3048,50847541002,,Dow Inc.,DOW,NYSE
2501,2021-05-28 12:35:00.0000000,68.06,68.075,68.0581,68.0581,2409,50840069516,,Dow Inc.,DOW,NYSE
2502,2021-05-28 12:36:00.0000000,68.03,68.04,68.025,68.03,4554,50817660758,,Dow Inc.,DOW,NYSE
2503,2021-05-28 12:37:00.0000000,68.02,68.04,68.01,68.04,8000,50810189272,,Dow Inc.,DOW,NYSE
2504,2021-05-28 12:38:00.0000000,68.02,68.03,68.01,68.01,3563,50810189272,,Dow Inc.,DOW,NYSE
2505,2021-05-28 12:39:00.0000000,68.0308,68.04,68.0077,68.02,6090,50818259161,,Dow Inc.,DOW,NYSE
2506,2021-05-28 12:40:00.0000000,68.055,68.055,68.025,68.04,6509,50836336623,,Dow Inc.,DOW,NYSE
2507,2021-05-28 12:41:00.0000000,68.05,68.065,68.03,68.065,3964,50832603730,,Dow Inc.,DOW,NYSE
2508,2021-05-28 12:42:00.0000000,68.08,68.08,68.05,68.05,1705,50855012488,,Dow Inc.,DOW,NYSE
2509,2021-05-28 12:43:00.0000000,68.095,68.1,68.08,68.08,5466,50866216867,,Dow Inc.,DOW,NYSE
2510,2021-05-28 12:44:00.0000000,68.0974,68.11,68.08,68.1,6288,50868006376,,Dow Inc.,DOW,NYSE
2511,2021-05-28 12:45:00.0000000,68.07,68.08,68.0699,68.08,6568,50847541002,,Dow Inc.,DOW,NYSE
2512,2021-05-28 12:46:00.0000000,68.115,68.12,68.08,68.08,4006,50881154139,,Dow Inc.,DOW,NYSE
2513,2021-05-28 12:47:00.0000000,68.1,68.13,68.1,68.11,4646,50869949760,,Dow Inc.,DOW,NYSE
2514,2021-05-28 12:48:00.0000000,68.05,68.11,68.04,68.1,8895,50832603730,,Dow Inc.,DOW,NYSE
2515,2021-05-28 12:49:00.0000000,68.0784,68.0784,68.04,68.06,4187,50853815682,,Dow Inc.,DOW,NYSE
2516,2021-05-28 12:50:00.0000000,68.08,68.09,68.0742,68.0742,4058,50855012488,,Dow Inc.,DOW,NYSE
2517,2021-05-28 12:51:00.0000000,68.08,68.085,68.07,68.085,3269,50855012488,,Dow Inc.,DOW,NYSE
2518,2021-05-28 12:52:00.0000000,68.0701,68.105,68.07,68.08,7458,50847615090,,Dow Inc.,DOW,NYSE
2519,2021-05-28 12:53:00.0000000,68.07,68.08,68.07,68.08,4123,50847541002,,Dow Inc.,DOW,NYSE
2520,2021-05-28 12:54:00.0000000,68.105,68.105,68.08,68.08,1727,50873688353,,Dow Inc.,DOW,NYSE
2521,2021-05-28 12:55:00.0000000,68.11,68.11,68.0986,68.1,2938,50877421246,,Dow Inc.,DOW,NYSE
2522,2021-05-28 12:56:00.0000000,68.11,68.12,68.1003,68.11,3181,50877421246,,Dow Inc.,DOW,NYSE
2523,2021-05-28 12:57:00.0000000,68.11,68.11,68.1,68.105,3434,50877421246,,Dow Inc.,DOW,NYSE
2524,2021-05-28 12:58:00.0000000,68.125,68.125,68.1,68.11,3238,50888625625,,Dow Inc.,DOW,NYSE
2525,2021-05-28 12:59:00.0000000,68.12,68.125,68.11,68.115,1453,50884892732,,Dow Inc.,DOW,NYSE
2526,2021-05-28 13:00:00.0000000,68.11,68.13,68.1,68.11,4636,50877421246,,Dow Inc.,DOW,NYSE
2527,2021-05-28 13:01:00.0000000,68.125,68.135,68.12,68.12,2262,50888625625,,Dow Inc.,DOW,NYSE
2528,2021-05-28 13:02:00.0000000,68.12,68.14,68.1187,68.135,3070,50884892732,,Dow Inc.,DOW,NYSE
2529,2021-05-28 13:03:00.0000000,68.125,68.125,68.1201,68.125,977,50888625625,,Dow Inc.,DOW,NYSE
2530,2021-05-28 13:04:00.0000000,68.15,68.155,68.13,68.13,3788,50907301490,,Dow Inc.,DOW,NYSE
2531,2021-05-28 13:05:00.0000000,68.17,68.18,68.16,68.16,3528,50922238762,,Dow Inc.,DOW,NYSE
2532,2021-05-28 13:06:00.0000000,68.175,68.175,68.175,68.175,807,50925977355,,Dow Inc.,DOW,NYSE
2533,2021-05-28 13:07:00.0000000,68.19,68.19,68.17,68.175,3905,50937181734,,Dow Inc.,DOW,NYSE
2534,2021-05-28 13:08:00.0000000,68.18,68.1899,68.1601,68.1899,2868,50929710248,,Dow Inc.,DOW,NYSE
2535,2021-05-28 13:09:00.0000000,68.183,68.19,68.18,68.18,4198,50931949984,,Dow Inc.,DOW,NYSE
2536,2021-05-28 13:10:00.0000000,68.18,68.19,68.17,68.18,2299,50929710248,,Dow Inc.,DOW,NYSE
2537,2021-05-28 13:11:00.0000000,68.185,68.185,68.18,68.18,2640,50933443141,,Dow Inc.,DOW,NYSE
2538,2021-05-28 13:12:00.0000000,68.17,68.17,68.15,68.17,5360,50922238762,,Dow Inc.,DOW,NYSE
2539,2021-05-28 13:13:00.0000000,68.155,68.16,68.15,68.16,2087,50911034383,,Dow Inc.,DOW,NYSE
2540,2021-05-28 13:14:00.0000000,68.155,68.16,68.135,68.16,3175,50911034383,,Dow Inc.,DOW,NYSE
2541,2021-05-28 13:15:00.0000000,68.17,68.17,68.15,68.15,4304,50922238762,,Dow Inc.,DOW,NYSE
2542,2021-05-28 13:16:00.0000000,68.225,68.245,68.16,68.16,7480,50963323385,,Dow Inc.,DOW,NYSE
2543,2021-05-28 13:17:00.0000000,68.255,68.26,68.225,68.24,5244,50985732143,,Dow Inc.,DOW,NYSE
2544,2021-05-28 13:18:00.0000000,68.23,68.25,68.22,68.25,7763,50967061978,,Dow Inc.,DOW,NYSE
2545,2021-05-28 13:19:00.0000000,68.27,68.2734,68.2278,68.2278,5086,50996936522,,Dow Inc.,DOW,NYSE
2546,2021-05-28 13:20:00.0000000,68.28,68.285,68.26,68.26,2114,51004408008,,Dow Inc.,DOW,NYSE
2547,2021-05-28 13:21:00.0000000,68.28,68.3,68.26,68.27,5260,51004408008,,Dow Inc.,DOW,NYSE
2548,2021-05-28 13:22:00.0000000,68.26,68.29,68.26,68.29,4069,50989470736,,Dow Inc.,DOW,NYSE
2549,2021-05-28 13:23:00.0000000,68.27,68.295,68.26,68.27,3387,50996936522,,Dow Inc.,DOW,NYSE
2550,2021-05-28 13:24:00.0000000,68.3194,68.3194,68.265,68.265,3323,51033838025,,Dow Inc.,DOW,NYSE
2551,2021-05-28 13:25:00.0000000,68.31,68.33,68.3,68.31,2026,51026816766,,Dow Inc.,DOW,NYSE
2552,2021-05-28 13:26:00.0000000,68.32,68.32,68.3,68.3,2477,51034288252,,Dow Inc.,DOW,NYSE
2553,2021-05-28 13:27:00.0000000,68.335,68.335,68.31,68.31,3161,51045492631,,Dow Inc.,DOW,NYSE
2554,2021-05-28 13:28:00.0000000,68.3399,68.3399,68.325,68.325,1714,51049151436,,Dow Inc.,DOW,NYSE
2555,2021-05-28 13:29:00.0000000,68.3786,68.38,68.33,68.34,10375,51078062838,,Dow Inc.,DOW,NYSE
2556,2021-05-28 13:30:00.0000000,68.36,68.39,68.3435,68.39,3624,51064168496,,Dow Inc.,DOW,NYSE
2557,2021-05-28 13:31:00.0000000,68.385,68.39,68.36,68.37,4952,51082844361,,Dow Inc.,DOW,NYSE
2558,2021-05-28 13:32:00.0000000,68.405,68.405,68.375,68.39,8654,51097781633,,Dow Inc.,DOW,NYSE
2559,2021-05-28 13:33:00.0000000,68.4,68.405,68.39,68.39,4690,51094048740,,Dow Inc.,DOW,NYSE
2560,2021-05-28 13:34:00.0000000,68.36,68.38,68.36,68.38,1650,51064168496,,Dow Inc.,DOW,NYSE
2561,2021-05-28 13:35:00.0000000,68.355,68.36,68.34,68.34,3301,51060435603,,Dow Inc.,DOW,NYSE
2562,2021-05-28 13:36:00.0000000,68.37,68.37,68.3516,68.3516,2315,51071639982,,Dow Inc.,DOW,NYSE
2563,2021-05-28 13:37:00.0000000,68.3531,68.395,68.345,68.38,3560,51059016533,,Dow Inc.,DOW,NYSE
2564,2021-05-28 13:38:00.0000000,68.38,68.38,68.36,68.36,3044,51079105768,,Dow Inc.,DOW,NYSE
2565,2021-05-28 13:39:00.0000000,68.385,68.39,68.37,68.382,3762,51082844361,,Dow Inc.,DOW,NYSE
2566,2021-05-28 13:40:00.0000000,68.38,68.39,68.37,68.38,4128,51079105768,,Dow Inc.,DOW,NYSE
2567,2021-05-28 13:41:00.0000000,68.3611,68.38,68.36,68.38,3606,51064989163,,Dow Inc.,DOW,NYSE
2568,2021-05-28 13:42:00.0000000,68.39,68.39,68.37,68.37,1672,51086577254,,Dow Inc.,DOW,NYSE
2569,2021-05-28 13:43:00.0000000,68.385,68.3967,68.38,68.39,2702,51082844361,,Dow Inc.,DOW,NYSE
2570,2021-05-28 13:44:00.0000000,68.425,68.425,68.39,68.39,2559,51112724605,,Dow Inc.,DOW,NYSE
2571,2021-05-28 13:45:00.0000000,68.43,68.44,68.42,68.44,5325,51116457498,,Dow Inc.,DOW,NYSE
2572,2021-05-28 13:46:00.0000000,68.46,68.47,68.42,68.42,4314,51138866256,,Dow Inc.,DOW,NYSE
2573,2021-05-28 13:47:00.0000000,68.45,68.47,68.43,68.431,3070,51131394770,,Dow Inc.,DOW,NYSE
2574,2021-05-28 13:48:00.0000000,68.4524,68.46,68.45,68.45,1663,51133189979,,Dow Inc.,DOW,NYSE
2575,2021-05-28 13:49:00.0000000,68.4682,68.48,68.46,68.46,1336,51144992760,,Dow Inc.,DOW,NYSE
2576,2021-05-28 13:50:00.0000000,68.44,68.46,68.44,68.46,3061,51123928984,,Dow Inc.,DOW,NYSE
2577,2021-05-28 13:51:00.0000000,68.44,68.44,68.41,68.4318,3746,51123928984,,Dow Inc.,DOW,NYSE
2578,2021-05-28 13:52:00.0000000,68.44,68.46,68.44,68.45,4763,51123928984,,Dow Inc.,DOW,NYSE
2579,2021-05-28 13:53:00.0000000,68.455,68.455,68.455,68.455,107,51135133363,,Dow Inc.,DOW,NYSE
2580,2021-05-28 13:54:00.0000000,68.44,68.455,68.43,68.455,3069,51123928984,,Dow Inc.,DOW,NYSE
2581,2021-05-28 13:55:00.0000000,68.45,68.455,68.43,68.43,2908,51131394770,,Dow Inc.,DOW,NYSE
2582,2021-05-28 13:56:00.0000000,68.448,68.455,68.4335,68.455,1814,51129901613,,Dow Inc.,DOW,NYSE
2583,2021-05-28 13:57:00.0000000,68.425,68.44,68.4138,68.44,3339,51112724605,,Dow Inc.,DOW,NYSE
2584,2021-05-28 13:58:00.0000000,68.4284,68.44,68.42,68.42,2256,51115260692,,Dow Inc.,DOW,NYSE
2585,2021-05-28 13:59:00.0000000,68.43,68.44,68.425,68.43,2363,51116457498,,Dow Inc.,DOW,NYSE
2586,2021-05-28 14:00:00.0000000,68.44,68.44,68.4201,68.43,3214,51123928984,,Dow Inc.,DOW,NYSE
2587,2021-05-28 14:01:00.0000000,68.4301,68.45,68.4301,68.44,3394,51116531586,,Dow Inc.,DOW,NYSE
2588,2021-05-28 14:02:00.0000000,68.46,68.47,68.44,68.44,4082,51138866256,,Dow Inc.,DOW,NYSE
2589,2021-05-28 14:03:00.0000000,68.48,68.49,68.47,68.47,2395,51153809228,,Dow Inc.,DOW,NYSE
2590,2021-05-28 14:04:00.0000000,68.46,68.48,68.46,68.48,1575,51138866256,,Dow Inc.,DOW,NYSE
2591,2021-05-28 14:05:00.0000000,68.5,68.5,68.45,68.46,6168,51168746500,,Dow Inc.,DOW,NYSE
2592,2021-05-28 14:06:00.0000000,68.44,68.485,68.43,68.48,3984,51123928984,,Dow Inc.,DOW,NYSE
2593,2021-05-28 14:07:00.0000000,68.42,68.43,68.42,68.43,2477,51108986012,,Dow Inc.,DOW,NYSE
2594,2021-05-28 14:08:00.0000000,68.4,68.43,68.38,68.425,12155,51094048740,,Dow Inc.,DOW,NYSE
2595,2021-05-28 14:09:00.0000000,68.415,68.415,68.4026,68.41,2356,51105253119,,Dow Inc.,DOW,NYSE
2596,2021-05-28 14:10:00.0000000,68.39,68.41,68.385,68.41,3838,51086577254,,Dow Inc.,DOW,NYSE
2597,2021-05-28 14:11:00.0000000,68.36,68.39,68.36,68.38,1934,51064168496,,Dow Inc.,DOW,NYSE
2598,2021-05-28 14:12:00.0000000,68.33,68.3698,68.33,68.35,4001,51041759738,,Dow Inc.,DOW,NYSE
2599,2021-05-28 14:13:00.0000000,68.31,68.33,68.3,68.33,7586,51026816766,,Dow Inc.,DOW,NYSE
2600,2021-05-28 14:14:00.0000000,68.33,68.33,68.31,68.315,3641,51041759738,,Dow Inc.,DOW,NYSE
2601,2021-05-28 14:15:00.0000000,68.325,68.3294,68.31,68.315,4492,51038021145,,Dow Inc.,DOW,NYSE
2602,2021-05-28 14:16:00.0000000,68.335,68.35,68.325,68.33,5044,51045492631,,Dow Inc.,DOW,NYSE
2603,2021-05-28 14:17:00.0000000,68.35,68.35,68.33,68.33,2053,51056697010,,Dow Inc.,DOW,NYSE
2604,2021-05-28 14:18:00.0000000,68.4,68.4,68.345,68.35,6145,51094048740,,Dow Inc.,DOW,NYSE
2605,2021-05-28 14:19:00.0000000,68.3821,68.385,68.38,68.38,1688,51080678713,,Dow Inc.,DOW,NYSE
2606,2021-05-28 14:20:00.0000000,68.4,68.41,68.37,68.38,8577,51094048740,,Dow Inc.,DOW,NYSE
2607,2021-05-28 14:21:00.0000000,68.38,68.3861,68.375,68.38,4796,51079105768,,Dow Inc.,DOW,NYSE
2608,2021-05-28 14:22:00.0000000,68.37,68.38,68.365,68.375,3225,51071639982,,Dow Inc.,DOW,NYSE
2609,2021-05-28 14:23:00.0000000,68.36,68.37,68.3549,68.365,3165,51064168496,,Dow Inc.,DOW,NYSE
2610,2021-05-28 14:24:00.0000000,68.36,68.375,68.34,68.37,7064,51064168496,,Dow Inc.,DOW,NYSE
2611,2021-05-28 14:25:00.0000000,68.35,68.36,68.34,68.36,6897,51056697010,,Dow Inc.,DOW,NYSE
2612,2021-05-28 14:26:00.0000000,68.32,68.34,68.31,68.34,3298,51034288252,,Dow Inc.,DOW,NYSE
2613,2021-05-28 14:27:00.0000000,68.335,68.34,68.3,68.3,8438,51045492631,,Dow Inc.,DOW,NYSE
2614,2021-05-28 14:28:00.0000000,68.38,68.38,68.325,68.325,4115,51079105768,,Dow Inc.,DOW,NYSE
2615,2021-05-28 14:29:00.0000000,68.38,68.39,68.365,68.375,5413,51079105768,,Dow Inc.,DOW,NYSE
2616,2021-05-28 14:30:00.0000000,68.3599,68.3786,68.35,68.3786,4921,51064094408,,Dow Inc.,DOW,NYSE
2617,2021-05-28 14:31:00.0000000,68.34,68.35,68.32,68.35,4624,51049225524,,Dow Inc.,DOW,NYSE
2618,2021-05-28 14:32:00.0000000,68.32,68.33,68.305,68.3288,5569,51034288252,,Dow Inc.,DOW,NYSE
2619,2021-05-28 14:33:00.0000000,68.305,68.325,68.295,68.3159,3741,51023083873,,Dow Inc.,DOW,NYSE
2620,2021-05-28 14:34:00.0000000,68.31,68.31,68.305,68.305,3150,51026816766,,Dow Inc.,DOW,NYSE
2621,2021-05-28 14:35:00.0000000,68.3128,68.335,68.3,68.305,7562,51028908326,,Dow Inc.,DOW,NYSE
2622,2021-05-28 14:36:00.0000000,68.3326,68.34,68.315,68.315,4709,51043703122,,Dow Inc.,DOW,NYSE
2623,2021-05-28 14:37:00.0000000,68.345,68.35,68.335,68.34,2008,51052964117,,Dow Inc.,DOW,NYSE
2624,2021-05-28 14:38:00.0000000,68.375,68.38,68.35,68.35,3734,51075372875,,Dow Inc.,DOW,NYSE
2625,2021-05-28 14:39:00.0000000,68.365,68.38,68.36,68.375,5414,51067901389,,Dow Inc.,DOW,NYSE
2626,2021-05-28 14:40:00.0000000,68.385,68.385,68.37,68.37,1627,51082844361,,Dow Inc.,DOW,NYSE
2627,2021-05-28 14:41:00.0000000,68.37,68.38,68.355,68.38,4266,51071639982,,Dow Inc.,DOW,NYSE
2628,2021-05-28 14:42:00.0000000,68.37,68.395,68.37,68.375,4867,51071639982,,Dow Inc.,DOW,NYSE
2629,2021-05-28 14:43:00.0000000,68.37,68.375,68.365,68.3717,2832,51071639982,,Dow Inc.,DOW,NYSE
2630,2021-05-28 14:44:00.0000000,68.38,68.4,68.375,68.375,4639,51079105768,,Dow Inc.,DOW,NYSE
2631,2021-05-28 14:45:00.0000000,68.3749,68.385,68.365,68.375,4562,51075298787,,Dow Inc.,DOW,NYSE
2632,2021-05-28 14:46:00.0000000,68.37,68.38,68.37,68.375,1972,51071639982,,Dow Inc.,DOW,NYSE
2633,2021-05-28 14:47:00.0000000,68.38,68.38,68.355,68.36,6515,51079105768,,Dow Inc.,DOW,NYSE
2634,2021-05-28 14:48:00.0000000,68.385,68.385,68.37,68.37,2062,51082844361,,Dow Inc.,DOW,NYSE
2635,2021-05-28 14:49:00.0000000,68.365,68.38,68.36,68.37,4080,51067901389,,Dow Inc.,DOW,NYSE
2636,2021-05-28 14:50:00.0000000,68.385,68.385,68.355,68.36,4492,51082844361,,Dow Inc.,DOW,NYSE
2637,2021-05-28 14:51:00.0000000,68.385,68.385,68.371,68.38,2944,51082844361,,Dow Inc.,DOW,NYSE
2638,2021-05-28 14:52:00.0000000,68.41,68.43,68.395,68.395,5952,51101520226,,Dow Inc.,DOW,NYSE
2639,2021-05-28 14:53:00.0000000,68.41,68.43,68.41,68.413,3767,51101520226,,Dow Inc.,DOW,NYSE
2640,2021-05-28 14:54:00.0000000,68.42,68.43,68.41,68.41,2969,51108986012,,Dow Inc.,DOW,NYSE
2641,2021-05-28 14:55:00.0000000,68.42,68.44,68.415,68.425,4355,51108986012,,Dow Inc.,DOW,NYSE
2642,2021-05-28 14:56:00.0000000,68.415,68.43,68.41,68.42,5126,51105253119,,Dow Inc.,DOW,NYSE
2643,2021-05-28 14:57:00.0000000,68.43,68.435,68.42,68.42,7573,51116457498,,Dow Inc.,DOW,NYSE
2644,2021-05-28 14:58:00.0000000,68.42,68.45,68.42,68.435,6053,51108986012,,Dow Inc.,DOW,NYSE
2645,2021-05-28 14:59:00.0000000,68.405,68.43,68.405,68.425,3927,51097781633,,Dow Inc.,DOW,NYSE
2646,2021-05-28 15:00:00.0000000,68.47,68.47,68.39,68.4,6703,51146337742,,Dow Inc.,DOW,NYSE
2647,2021-05-28 09:30:00.0000000,371.23999,372.37,370.70001,372.0,58818,126302000000,1.5,Goldman Sachs,GS,NYSE
2648,2021-05-28 09:31:00.0000000,370.052,370.84,369.82999,370.70001,12035,125898000000,1.5,Goldman Sachs,GS,NYSE
2649,2021-05-28 09:32:00.0000000,369.94,370.45001,369.94,370.26999,8766,125860000000,1.5,Goldman Sachs,GS,NYSE
2650,2021-05-28 09:33:00.0000000,370.60999,370.60999,369.34,369.81,7778,126087000000,1.5,Goldman Sachs,GS,NYSE
2651,2021-05-28 09:34:00.0000000,371.34229,371.38,370.60999,370.62,7942,126337000000,1.5,Goldman Sachs,GS,NYSE
2652,2021-05-28 09:35:00.0000000,370.09,371.5,370.09,371.39999,7504,125911000000,1.5,Goldman Sachs,GS,NYSE
2653,2021-05-28 09:36:00.0000000,369.54999,370.10999,369.44,369.54001,6355,125727000000,1.5,Goldman Sachs,GS,NYSE
2654,2021-05-28 09:37:00.0000000,369.36499,369.6123,369.19,369.51999,3622,125664000000,1.5,Goldman Sachs,GS,NYSE
2655,2021-05-28 09:38:00.0000000,368.54999,369.39999,368.54001,369.20999,16810,125387000000,1.5,Goldman Sachs,GS,NYSE
2656,2021-05-28 09:39:00.0000000,369.26001,369.26001,368.67499,368.82001,5892,125628000000,1.5,Goldman Sachs,GS,NYSE
2657,2021-05-28 09:40:00.0000000,368.64001,369.0,368.54001,368.97,6638,125417000000,1.5,Goldman Sachs,GS,NYSE
2658,2021-05-28 09:41:00.0000000,368.875,368.97,368.48001,368.67499,8571,125497000000,1.5,Goldman Sachs,GS,NYSE
2659,2021-05-28 09:42:00.0000000,369.17001,369.29501,368.87009,369.17001,6707,125598000000,1.5,Goldman Sachs,GS,NYSE
2660,2021-05-28 09:43:00.0000000,369.34149,369.89999,369.12,369.14001,5236,125656000000,1.5,Goldman Sachs,GS,NYSE
2661,2021-05-28 09:44:00.0000000,369.64001,369.67001,369.42749,369.47501,2810,125757000000,1.5,Goldman Sachs,GS,NYSE
2662,2021-05-28 09:45:00.0000000,370.12,370.2486,369.70001,369.92001,4659,125921000000,1.5,Goldman Sachs,GS,NYSE
2663,2021-05-28 09:46:00.0000000,370.29999,370.29999,369.6759,369.95999,5335,125982000000,1.5,Goldman Sachs,GS,NYSE
2664,2021-05-28 09:47:00.0000000,369.92999,370.59,369.88,370.13,11716,125856000000,1.5,Goldman Sachs,GS,NYSE
2665,2021-05-28 09:48:00.0000000,370.19,370.44,369.87,369.98001,4003,125945000000,1.5,Goldman Sachs,GS,NYSE
2666,2021-05-28 09:49:00.0000000,370.40302,370.67001,370.14001,370.67001,8901,126017000000,1.5,Goldman Sachs,GS,NYSE
2667,2021-05-28 09:50:00.0000000,370.26001,370.41,370.13501,370.38,5069,125968000000,1.5,Goldman Sachs,GS,NYSE
2668,2021-05-28 09:51:00.0000000,369.85001,370.17001,369.66,370.12,5831,125829000000,1.5,Goldman Sachs,GS,NYSE
2669,2021-05-28 09:52:00.0000000,370.60001,370.67999,369.755,369.755,8132,126084000000,1.5,Goldman Sachs,GS,NYSE
2670,2021-05-28 09:53:00.0000000,370.5,370.81,370.35999,370.73999,2905,126050000000,1.5,Goldman Sachs,GS,NYSE
