FactID,DateTime,LastBid,High,Low,Open,Volume,MarketCap,Beta,SecurityID
1452,2021-05-28 11:39:00.0000000,52.95000,52.96000,52.94000,52.94710,14867,223142000000,0.920,7
1453,2021-05-28 11:40:00.0000000,52.95500,52.95500,52.94370,52.95500,15670,223163000000,0.920,7
1454,2021-05-28 11:41:00.0000000,52.96000,52.97000,52.95500,52.96000,23945,223184000000,0.920,7
1455,2021-05-28 11:42:00.0000000,52.96000,52.98000,52.96000,52.96500,23127,223184000000,0.920,7
1456,2021-05-28 11:43:00.0000000,52.96500,52.96500,52.95000,52.96000,16502,223205000000,0.920,7
1457,2021-05-28 11:44:00.0000000,52.95500,52.96500,52.95000,52.96000,8945,223163000000,0.920,7
1458,2021-05-28 11:45:00.0000000,52.93500,52.96000,52.92100,52.96000,43461,223079000000,0.920,7
1459,2021-05-28 11:46:00.0000000,52.92500,52.93730,52.92000,52.93590,13688,223037000000,0.920,7
1460,2021-05-28 11:47:00.0000000,52.93500,52.94000,52.92990,52.92990,31478,223079000000,0.920,7
1461,2021-05-28 11:48:00.0000000,52.91000,52.94000,52.91000,52.94000,25087,222974000000,0.920,7
1462,2021-05-28 11:49:00.0000000,52.91000,52.91500,52.90150,52.91000,21336,222974000000,0.920,7
1463,2021-05-28 11:50:00.0000000,52.91000,52.92000,52.90000,52.90820,30605,222974000000,0.920,7
1464,2021-05-28 11:51:00.0000000,52.91500,52.91500,52.90000,52.91000,25939,222995000000,0.920,7
1465,2021-05-28 11:52:00.0000000,52.92000,52.92000,52.91000,52.91500,5457,223016000000,0.920,7
1466,2021-05-28 11:53:00.0000000,52.91780,52.92000,52.90360,52.91000,14866,223006000000,0.920,7
1467,2021-05-28 11:54:00.0000000,52.92840,52.93000,52.91500,52.92000,18560,223051000000,0.920,7
1468,2021-05-28 11:55:00.0000000,52.93500,52.94000,52.92500,52.92500,5756,223079000000,0.920,7
1469,2021-05-28 11:56:00.0000000,52.94000,52.94500,52.93000,52.93500,21598,223100000000,0.920,7
1470,2021-05-28 11:57:00.0000000,52.94540,52.95000,52.93500,52.94000,6161,223123000000,0.920,7
1471,2021-05-28 11:58:00.0000000,52.95000,52.95000,52.94000,52.94500,16462,223142000000,0.920,7
1472,2021-05-28 11:59:00.0000000,52.93500,52.95500,52.93000,52.95000,22806,223079000000,0.920,7
1473,2021-05-28 12:00:00.0000000,52.93500,52.93500,52.92500,52.93000,10404,223079000000,0.920,7
1474,2021-05-28 12:01:00.0000000,52.95500,52.95500,52.94000,52.94000,19602,223163000000,0.920,7
1475,2021-05-28 12:02:00.0000000,52.96000,52.96000,52.94000,52.95000,16086,223184000000,0.920,7
1476,2021-05-28 12:03:00.0000000,52.96910,52.97000,52.95000,52.95000,7189,223223000000,0.920,7
1477,2021-05-28 12:04:00.0000000,52.99000,52.99000,52.97000,52.97000,8951,223311000000,0.920,7
1478,2021-05-28 12:05:00.0000000,52.99000,52.99000,52.98500,52.98500,2894,223311000000,0.920,7
1479,2021-05-28 12:06:00.0000000,52.99000,52.99000,52.98000,52.99000,7119,223311000000,0.920,7
1480,2021-05-28 12:07:00.0000000,53.00900,53.01000,52.99000,52.99000,20200,223391000000,0.920,7
1481,2021-05-28 12:08:00.0000000,53.02000,53.02000,53.00700,53.00700,15208,223437000000,0.920,7
1482,2021-05-28 12:09:00.0000000,53.01000,53.05000,53.00010,53.02000,87831,223395000000,0.920,7
1483,2021-05-28 12:10:00.0000000,53.00670,53.03000,53.00670,53.01000,19886,223381000000,0.920,7
1484,2021-05-28 12:11:00.0000000,53.01590,53.02000,53.00430,53.01000,8341,223420000000,0.920,7
1485,2021-05-28 12:12:00.0000000,53.01000,53.02000,53.01000,53.01500,7576,223395000000,0.920,7
1486,2021-05-28 12:13:00.0000000,52.99500,53.00000,52.98500,53.00000,13043,223332000000,0.920,7
1487,2021-05-28 12:14:00.0000000,52.99000,52.99500,52.99000,52.99500,1402,223311000000,0.920,7
1488,2021-05-28 12:15:00.0000000,53.00500,53.01000,52.99000,52.99000,18982,223374000000,0.920,7
1489,2021-05-28 12:16:00.0000000,53.01000,53.01000,52.99500,53.00000,10176,223395000000,0.920,7
1490,2021-05-28 12:17:00.0000000,53.01500,53.01850,53.00000,53.01000,12247,223416000000,0.920,7
1491,2021-05-28 12:18:00.0000000,53.01500,53.02500,53.01500,53.02000,13585,223416000000,0.920,7
1492,2021-05-28 12:19:00.0000000,53.02000,53.02000,53.00000,53.01500,10588,223437000000,0.920,7
1493,2021-05-28 12:20:00.0000000,53.01000,53.02000,53.00700,53.02000,13226,223395000000,0.920,7
1494,2021-05-28 12:21:00.0000000,53.01000,53.02000,53.00000,53.01500,19431,223395000000,0.920,7
1495,2021-05-28 12:22:00.0000000,53.00500,53.01500,53.00500,53.01000,19620,223374000000,0.920,7
1496,2021-05-28 12:23:00.0000000,53.00500,53.01000,52.99420,53.01000,27411,223374000000,0.920,7
1497,2021-05-28 12:24:00.0000000,52.99000,53.01000,52.99000,53.01000,31497,223311000000,0.920,7
1498,2021-05-28 12:25:00.0000000,53.01500,53.02000,52.99000,53.00000,30621,223416000000,0.920,7
1499,2021-05-28 12:26:00.0000000,53.03000,53.05000,53.01500,53.01500,17219,223479000000,0.920,7
1500,2021-05-28 12:27:00.0000000,53.02000,53.03500,53.02000,53.03000,7004,223437000000,0.920,7
1501,2021-05-28 12:28:00.0000000,53.02500,53.04000,53.02000,53.02220,11966,223458000000,0.920,7
1502,2021-05-28 12:29:00.0000000,53.02500,53.03000,53.02290,53.02500,2694,223458000000,0.920,7
1503,2021-05-28 12:30:00.0000000,53.03000,53.03000,53.01500,53.02500,27098,223479000000,0.920,7
1504,2021-05-28 12:31:00.0000000,53.02500,53.03000,53.02000,53.03000,9182,223458000000,0.920,7
1505,2021-05-28 12:32:00.0000000,53.02500,53.03000,53.02000,53.03000,5302,223458000000,0.920,7
1506,2021-05-28 12:33:00.0000000,53.02710,53.03000,53.02000,53.02500,9005,223467000000,0.920,7
1507,2021-05-28 12:34:00.0000000,53.04000,53.05000,53.02500,53.03000,24646,223521000000,0.920,7
1508,2021-05-28 12:35:00.0000000,53.03000,53.04300,53.02000,53.04000,26142,223479000000,0.920,7
1509,2021-05-28 12:36:00.0000000,53.02500,53.02580,53.01500,53.02500,15748,223458000000,0.920,7
1510,2021-05-28 12:37:00.0000000,53.02500,53.03500,53.02000,53.03000,21440,223458000000,0.920,7
1511,2021-05-28 12:38:00.0000000,53.02500,53.03000,53.02000,53.02500,6817,223458000000,0.920,7
1512,2021-05-28 12:39:00.0000000,53.02000,53.03000,53.02000,53.03000,2213,223437000000,0.920,7
1513,2021-05-28 12:40:00.0000000,53.02500,53.03000,53.02000,53.02500,26561,223458000000,0.920,7
1514,2021-05-28 12:41:00.0000000,53.03000,53.03000,53.02000,53.02000,21313,223479000000,0.920,7
1515,2021-05-28 12:42:00.0000000,53.02500,53.03000,53.02000,53.02500,5281,223458000000,0.920,7
1516,2021-05-28 12:43:00.0000000,53.03500,53.04000,53.02000,53.03000,16259,223500000000,0.920,7
1517,2021-05-28 12:44:00.0000000,53.04000,53.04910,53.03500,53.04000,22620,223521000000,0.920,7
1518,2021-05-28 12:45:00.0000000,53.04500,53.05000,53.04000,53.05000,3254,223542000000,0.920,7
1519,2021-05-28 12:46:00.0000000,53.07000,53.07000,53.04500,53.04500,34385,223648000000,0.920,7
1520,2021-05-28 12:47:00.0000000,53.04500,53.07500,53.03000,53.07000,35186,223542000000,0.920,7
1521,2021-05-28 12:48:00.0000000,53.01000,53.04000,53.00000,53.04000,41268,223395000000,0.920,7
1522,2021-05-28 12:49:00.0000000,53.01000,53.02000,53.00500,53.00610,9384,223395000000,0.920,7
1523,2021-05-28 12:50:00.0000000,53.01000,53.01630,53.01000,53.01500,5688,223395000000,0.920,7
1524,2021-05-28 12:51:00.0000000,52.98500,53.00500,52.98500,53.00500,8696,223290000000,0.920,7
1525,2021-05-28 12:52:00.0000000,52.98380,52.99000,52.98380,52.99000,5818,223285000000,0.920,7
1526,2021-05-28 12:53:00.0000000,52.99000,52.99000,52.98000,52.99000,4467,223311000000,0.920,7
1527,2021-05-28 12:54:00.0000000,52.97500,52.98500,52.97000,52.98000,18782,223248000000,0.920,7
1528,2021-05-28 12:55:00.0000000,53.01000,53.01000,52.98000,52.98000,17225,223395000000,0.920,7
1529,2021-05-28 12:56:00.0000000,52.99500,53.01000,52.99500,53.00500,7646,223332000000,0.920,7
1530,2021-05-28 12:57:00.0000000,53.00500,53.00680,52.99500,52.99500,4694,223374000000,0.920,7
1531,2021-05-28 12:58:00.0000000,53.01000,53.02000,53.01000,53.01000,16316,223395000000,0.920,7
1532,2021-05-28 12:59:00.0000000,53.01500,53.02000,53.00500,53.00500,6855,223416000000,0.920,7
1533,2021-05-28 13:00:00.0000000,53.03000,53.03000,53.01000,53.01730,19029,223479000000,0.920,7
1534,2021-05-28 13:01:00.0000000,53.03500,53.04000,53.01500,53.02500,34387,223500000000,0.920,7
1535,2021-05-28 13:02:00.0000000,53.01990,53.03990,53.01500,53.03500,16776,223437000000,0.920,7
1536,2021-05-28 13:03:00.0000000,53.02500,53.03000,53.02000,53.02000,4599,223458000000,0.920,7
1537,2021-05-28 13:04:00.0000000,53.01000,53.02500,53.01000,53.02390,9994,223395000000,0.920,7
1538,2021-05-28 13:05:00.0000000,53.02000,53.02210,53.01500,53.01500,11182,223437000000,0.920,7
1539,2021-05-28 13:06:00.0000000,53.02500,53.03000,53.01450,53.01500,13390,223458000000,0.920,7
1540,2021-05-28 13:07:00.0000000,53.02500,53.03000,53.02010,53.02500,41225,223458000000,0.920,7
1541,2021-05-28 13:08:00.0000000,53.01000,53.02000,53.00500,53.02000,22500,223395000000,0.920,7
1542,2021-05-28 13:09:00.0000000,53.02000,53.02000,53.01000,53.02000,4924,223437000000,0.920,7
1543,2021-05-28 13:10:00.0000000,53.02500,53.02500,53.00500,53.01010,16444,223458000000,0.920,7
1544,2021-05-28 13:11:00.0000000,53.01000,53.01500,53.00370,53.00400,21540,223395000000,0.920,7
1545,2021-05-28 13:12:00.0000000,53.00000,53.01000,53.00000,53.00740,32842,223353000000,0.920,7
1546,2021-05-28 13:13:00.0000000,52.98000,53.00560,52.97500,53.00500,36070,223269000000,0.920,7
1547,2021-05-28 13:14:00.0000000,52.98100,52.99000,52.97500,52.98500,7736,223273000000,0.920,7
1548,2021-05-28 13:15:00.0000000,52.99000,52.99000,52.98000,52.98500,28283,223311000000,0.920,7
1549,2021-05-28 13:16:00.0000000,52.99000,52.99500,52.97500,52.99000,35073,223311000000,0.920,7
1550,2021-05-28 13:17:00.0000000,53.00410,53.00800,52.99450,52.99500,6592,223370000000,0.920,7
1551,2021-05-28 13:18:00.0000000,53.01500,53.02000,53.00500,53.01000,8481,223416000000,0.920,7
1552,2021-05-28 13:19:00.0000000,53.02000,53.02000,53.01010,53.01620,4889,223437000000,0.920,7
1553,2021-05-28 13:20:00.0000000,53.02000,53.03000,53.01500,53.02010,28698,223437000000,0.920,7
1554,2021-05-28 13:21:00.0000000,53.01000,53.02000,53.00000,53.01000,12626,223395000000,0.920,7
1555,2021-05-28 13:22:00.0000000,53.00000,53.00500,52.99000,53.00500,8266,223353000000,0.920,7
1556,2021-05-28 13:23:00.0000000,52.98000,53.00500,52.97000,52.99500,30620,223269000000,0.920,7
1557,2021-05-28 13:24:00.0000000,52.98000,52.99000,52.97010,52.98500,19853,223269000000,0.920,7
1558,2021-05-28 13:25:00.0000000,52.98000,52.99000,52.98000,52.98500,10464,223269000000,0.920,7
1559,2021-05-28 13:26:00.0000000,52.98500,52.99000,52.98000,52.98000,3004,223290000000,0.920,7
1560,2021-05-28 13:27:00.0000000,52.98500,52.99000,52.98000,52.98610,2745,223290000000,0.920,7
1561,2021-05-28 13:28:00.0000000,52.98500,52.99000,52.98000,52.99000,2453,223290000000,0.920,7
1562,2021-05-28 13:29:00.0000000,52.98990,52.99000,52.98000,52.98170,8038,223310000000,0.920,7
1563,2021-05-28 13:30:00.0000000,52.98630,52.99000,52.97000,52.99000,33039,223295000000,0.920,7
1564,2021-05-28 13:31:00.0000000,52.99500,53.00000,52.98000,52.98500,13228,223332000000,0.920,7
1565,2021-05-28 13:32:00.0000000,53.01000,53.01000,52.99500,53.00000,9450,223395000000,0.920,7
1566,2021-05-28 13:33:00.0000000,53.00000,53.00990,53.00000,53.00500,4190,223353000000,0.920,7
1567,2021-05-28 13:34:00.0000000,52.99500,53.01000,52.99500,53.00500,18688,223332000000,0.920,7
1568,2021-05-28 13:35:00.0000000,52.99460,53.00000,52.99000,53.00000,17928,223330000000,0.920,7
1569,2021-05-28 13:36:00.0000000,52.98500,52.99500,52.98000,52.99500,7672,223290000000,0.920,7
1570,2021-05-28 13:37:00.0000000,52.99500,52.99500,52.98000,52.99000,13530,223332000000,0.920,7
1571,2021-05-28 13:38:00.0000000,52.98500,52.99500,52.98000,52.99500,9544,223290000000,0.920,7
1572,2021-05-28 13:39:00.0000000,52.99000,53.00000,52.98000,52.98500,17629,223311000000,0.920,7
1573,2021-05-28 13:40:00.0000000,52.95500,52.98530,52.95000,52.98500,23378,223163000000,0.920,7
1574,2021-05-28 13:41:00.0000000,52.97000,52.97500,52.94000,52.95500,40773,223226000000,0.920,7
1575,2021-05-28 13:42:00.0000000,52.97500,52.98000,52.96500,52.97000,5574,223248000000,0.920,7
1576,2021-05-28 13:43:00.0000000,52.98070,52.99000,52.97000,52.97300,14753,223272000000,0.920,7
1577,2021-05-28 13:44:00.0000000,52.98500,52.99000,52.98000,52.98500,7958,223290000000,0.920,7
1578,2021-05-28 13:45:00.0000000,52.99000,52.99000,52.97500,52.98770,10510,223311000000,0.920,7
1579,2021-05-28 13:46:00.0000000,53.00500,53.00500,52.98000,52.98000,17032,223374000000,0.920,7
1580,2021-05-28 13:47:00.0000000,52.98500,53.00000,52.98000,53.00000,13137,223290000000,0.920,7
1581,2021-05-28 13:48:00.0000000,52.98100,52.99000,52.98000,52.98500,6186,223273000000,0.920,7
1582,2021-05-28 13:49:00.0000000,52.99050,53.00000,52.98500,52.99000,12817,223313000000,0.920,7
1583,2021-05-28 13:50:00.0000000,52.98500,52.99000,52.98000,52.99000,6226,223290000000,0.920,7
1584,2021-05-28 13:51:00.0000000,52.98000,52.99000,52.98000,52.98500,6878,223269000000,0.920,7
1585,2021-05-28 13:52:00.0000000,52.98000,52.99000,52.98000,52.99000,5070,223269000000,0.920,7
1586,2021-05-28 13:53:00.0000000,52.98500,52.99000,52.98500,52.99000,3035,223290000000,0.920,7
1587,2021-05-28 13:54:00.0000000,52.97500,52.98500,52.97000,52.98500,19833,223248000000,0.920,7
1588,2021-05-28 13:55:00.0000000,52.96500,52.97500,52.95000,52.97000,33136,223205000000,0.920,7
1589,2021-05-28 13:56:00.0000000,52.97000,52.97320,52.96000,52.96500,9257,223226000000,0.920,7
1590,2021-05-28 13:57:00.0000000,52.97500,52.98000,52.97000,52.97000,4355,223248000000,0.920,7
1591,2021-05-28 13:58:00.0000000,52.98000,52.98000,52.97000,52.97500,2063,223269000000,0.920,7
1592,2021-05-28 13:59:00.0000000,52.99000,52.99000,52.97000,52.98000,13222,223311000000,0.920,7
1593,2021-05-28 14:00:00.0000000,52.98000,52.98500,52.98000,52.98500,8163,223269000000,0.920,7
1594,2021-05-28 14:01:00.0000000,52.98500,52.99000,52.97000,52.98000,14876,223290000000,0.920,7
1595,2021-05-28 14:02:00.0000000,52.98500,52.99000,52.98000,52.98500,19687,223290000000,0.920,7
1596,2021-05-28 14:03:00.0000000,52.98500,52.99000,52.98000,52.99000,20222,223290000000,0.920,7
1597,2021-05-28 14:04:00.0000000,52.99000,53.00000,52.98000,52.98500,20824,223311000000,0.920,7
1598,2021-05-28 14:05:00.0000000,53.00000,53.00000,52.99000,52.99000,12309,223353000000,0.920,7
1599,2021-05-28 14:06:00.0000000,52.99500,53.01000,52.99500,53.00000,48842,223332000000,0.920,7
1600,2021-05-28 14:07:00.0000000,53.00450,53.01000,52.99000,52.99500,9369,223372000000,0.920,7
1601,2021-05-28 14:08:00.0000000,53.00000,53.01000,52.98000,53.00500,23674,223353000000,0.920,7
1602,2021-05-28 14:09:00.0000000,52.99930,53.00000,52.99000,52.99170,5041,223350000000,0.920,7
1603,2021-05-28 14:10:00.0000000,52.99500,53.01000,52.99000,52.99000,19902,223332000000,0.920,7
1604,2021-05-28 14:11:00.0000000,53.00000,53.00000,52.99000,52.99000,11286,223353000000,0.920,7
1605,2021-05-28 14:12:00.0000000,53.01000,53.01000,52.99000,53.00000,12791,223395000000,0.920,7
1606,2021-05-28 14:13:00.0000000,53.01500,53.02000,53.00000,53.00000,10246,223416000000,0.920,7
1607,2021-05-28 14:14:00.0000000,53.03500,53.04000,53.02000,53.02000,25419,223500000000,0.920,7
